aco_num,aco_name,qualscore,qualperfshare,n_ab,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,aco_state,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
A63217,"Care Coordination Services, LLC",-1.0,50.0,18722,2237,8915,5477,2093,10586,8136,17788,588,53.0,39.0,11.0,243,170.4370745,799.2532396,8870.831372,4527.935578,3740.392218,590.1639344,12.33964179,0,0,0,0,0,56,5,11,0,0,2014,"West Virginia,  Virginia",8356.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A45396,North Collaborative Care,-1.0,50.0,9375,2443,2761,2760,1411,5386,3989,8592,470,100.0,26.0,26.0,161,153.287616,805.5667608,7946.414644,3799.788962,2798.256641,1339.450383,8.918658531,0,0,0,0,5,245,397,86,1,6,2014,Minnesota,9945.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A28160,"Accountable Care Medical Group of Florida, Inc.",-1.0,50.0,6712,1756,2453,1703,800,3851,2861,3611,1019,63.0,1831.0,3.0,185,242.156074,742.156074,11888.64034,5817.545026,5412.907597,595.758823,62.42889829,0,0,1,0,0,55,8,6,0,0,2014,"Florida,  Georgia",15572.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A65270,Midwest Independent Physicians LLC,-1.0,50.0,4634,783,2130,1188,533,2633,2001,4361,132,23.0,16.0,9.0,93,173.1707317,796.7479675,8944.947476,4688.890955,3565.306312,677.8097983,12.9404109,0,0,0,0,0,29,3,4,0,0,2014,"Nebraska,  Iowa",9271.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A78634,"Carolinas ACO, LLC",-1.0,50.0,8088,1739,3108,2147,1094,4892,3196,6072,1809,90.0,21.0,6.0,90,181.5642458,770.1516361,10325.86909,5677.149203,3737.748823,889.1628495,21.80821103,0,0,0,0,0,14,0,5,0,0,2014,"North Carolina,  Virginia,  South Carolina",10027.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A90093,"Privia Quality Network, LLC",-1.0,50.0,13805,1243,7176,3874,1512,7850,5955,10800,1767,312.0,290.0,8.0,628,170.8834509,757.3620904,9487.047818,3535.119685,5453.614052,493.7110615,4.603020423,0,0,0,0,0,89,88,22,0,0,2014,"Virginia,  District of Columbia,  Maryland",7808.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A19855,"Northern Michigan Health Network, LLC",-1.0,50.0,18709,2803,7923,5546,2437,10275,8434,18308,39,16.0,16.0,108.0,222,126.5570503,753.3632287,7995.157673,3922.230394,3132.291472,501.2082977,439.427509,0,0,3,0,0,89,184,10,0,0,2014,Michigan,8014.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A69078,"NEPA ACO Company, LLC",-1.0,50.0,6972,1223,2826,1935,988,4274,2698,4180,2214,153.0,195.0,6.0,224,199.8110534,814.8323099,12063.28163,4698.660687,6780.005175,577.0751962,7.540567514,0,0,0,0,0,44,59,8,1,0,2014,New Jersey,13346.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A33017,Colonial ACO LLC,-1.0,50.0,7771,2086,3555,1697,433,4448,3323,5416,2202,37.0,22.0,3.0,91,199.5425958,754.1452258,10901.11689,5534.623466,4773.327436,541.8113458,51.35463895,0,0,0,0,0,0,0,0,0,0,2014,South Carolina,9058.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A07527,"Premier Patient Healthcare, LLC",-1.0,50.0,22402,3747,10394,5909,2352,12923,9479,19464,1383,496.0,309.0,276.0,474,182.5468845,759.2256503,10453.08903,4872.52555,4554.414879,1010.174017,15.97458798,0,0,1,0,0,102,92,50,1,1,2014,"Oklahoma,  Texas",12413.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A80995,"R TotalHealth, LLC",-1.0,50.0,13069,2291,6412,3210,1156,7401,5668,11918,224,252.0,239.0,99.0,337,166.3164215,763.7346142,9337.648639,3301.916336,4505.257641,1432.122384,98.35227831,2,0,3,0,2,115,95,43,1,0,2014,"Nevada,  California",9865.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A78902,"Orange Accountable Care of South Florida, LLC",-1.0,50.0,7729,946,2726,2349,1708,4773,2956,5556,508,32.0,1415.0,17.0,201,227.7321541,778.9008212,13127.65696,4808.006873,7844.593464,447.3405264,27.71609966,0,0,0,0,0,55,18,8,0,0,2014,Florida,17196.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A11600,"Accountable Care Coalition of Greater Houston, LLC.",-1.0,50.0,9766,969,5235,2620,942,5518,4248,9117,440,26.0,47.0,6.0,130,179.1105671,736.0261118,9454.011879,4070.818543,5106.104804,267.3883246,9.70020736,0,0,0,0,0,46,92,4,0,0,2014,Texas,10098.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A97104,"First Coast Health Alliance, LLC",-1.0,50.0,10541,1184,4813,3076,1468,5772,4769,9755,549,37.0,42.0,4.0,154,164.748438,816.5077277,12373.4292,4680.065394,5931.141061,1514.408648,247.8140988,0,0,1,0,2,33,87,7,0,0,2014,Florida,11366.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A46189,"PremierMD ACO, LLC",-1.0,50.0,6507,958,2624,1689,1236,3869,2638,4846,918,67.0,454.0,3.0,219,199.0602307,766.7663392,12774.87605,4734.045656,7411.989289,618.0237028,10.81740329,0,0,0,0,0,51,4,7,1,0,2014,Florida,15337.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A60540,Physician Direct Accountable Care Organization LLC,-1.0,50.0,5261,1013,2251,1366,631,2807,2454,4452,667,34.0,18.0,3.0,87,159.6820809,777.4566474,8714.673646,4020.480942,4404.84214,280.3206282,9.029936202,0,0,0,0,0,17,146,2,0,0,2014,Michigan,9101.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A63462,"River Health ACO,LLC",-1.0,50.0,32878,6109,13083,9027,4659,18815,14063,30971,1184,164.0,58.0,11.0,490,152.8308869,791.2914765,8611.06892,3939.590742,3191.707999,1191.728949,288.0412296,0,7,0,0,12,319,463,126,2,1,2014,Pennsylvania,8812.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A79092,"Northeast Alabama Primary Health Care, Inc.",-1.0,50.0,7768,1688,3174,2062,844,4618,3150,7268,411,13.0,7.0,2.0,67,168.0981595,731.2883436,8501.138952,4089.160509,3937.152064,446.6914829,28.13489638,0,0,0,0,0,16,1,2,0,0,2014,Alabama,10277.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A54247,"Allied Physicians ACO, LLC",-1.0,50.0,4479,633,1679,1418,749,2546,1933,1235,142,2253.0,274.0,1.0,574,224.8875562,756.3718141,13133.93799,6895.438247,5934.076048,296.3701559,8.053536845,0,6,0,0,0,51,52,15,2,0,2014,California,13932.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A52095,"Mercy Alliance, Inc.",-1.0,50.0,10708,2546,4671,2555,936,6229,4479,10147,216,43.0,114.0,7.0,181,171.8457507,777.2369899,8004.881339,3373.037028,3758.983911,864.0932593,8.767140884,1,0,0,0,8,188,567,33,2,0,2014,"Wisconsin,  Illinois",8843.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A55910,"The Accountable Care Organization, Ltd.",-1.0,50.0,30051,5310,11865,8231,4645,16886,13165,23725,5084,381.0,52.0,21.0,788,206.5389174,807.2896089,11045.44279,4622.061046,5212.271335,1198.075851,13.03455767,0,0,0,0,1,172,240,28,0,0,2014,Michigan,11828.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A29818,"FamilyHealth ACO, LLC",-1.0,50.0,3618,1582,1300,554,182,2069,1549,2234,713,47.0,459.0,4.0,161,151.8386714,803.084223,9816.431958,332.8851461,4446.960583,478.3808648,4558.205364,0,43,0,0,0,209,215,58,0,0,2014,"New York,  Connecticut",9044.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A81860,Allegiance MSO LLC,-1.0,50.0,5466,1043,2255,1511,657,3292,2174,3476,1571,100.0,166.0,1.0,152,205.7048821,772.3532639,11399.68048,4889.578047,6011.089183,493.3746828,5.638567804,0,0,0,0,0,28,18,4,0,0,2014,"Pennsylvania,  New Jersey",12880.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A74238,"Primary PartnerCare Associates IPA, Inc.",-1.0,50.0,6347,705,2429,1815,1398,3723,2624,5461,421,98.0,100.0,3.0,264,172.9541497,836.3319791,13243.84316,6089.436163,6952.365522,200.2592353,1.782242385,0,0,0,0,0,15,1,1,0,0,2014,New York,12787.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A13467,"Premier Choice ACO, Inc.",-1.0,50.0,9732,1169,4189,2981,1393,5515,4217,8339,399,280.0,345.0,23.0,346,149.5704902,758.4638706,10684.58967,4533.548597,5641.744685,500.3465855,8.949802139,0,0,0,0,0,71,13,2,0,0,2014,California,9762.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A35862,National Rural ACO Corporation,-1.0,50.0,14050,2944,5539,3814,1753,8177,5873,13408,90,49.0,232.0,72.0,199,148.4651712,756.1983471,9081.132629,2313.086855,3519.439554,588.9084507,2659.69777,12,9,11,0,9,90,168,41,2,0,2014,"Michigan,  Indiana,  California,  Oklahoma",10816.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A30390,"Accountable Physicians of North Mississippi, Inc.",-1.0,50.0,8940,1912,3823,2355,850,5200,3740,7273,1601,13.0,4.0,1.0,48,163.507109,723.2227488,8295.258064,3462.791165,3360.197605,1376.339145,95.93014907,0,0,0,0,0,12,48,14,0,0,2014,Mississippi,8820.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A69881,New York State Elite (NYSE) Accountable Care Organization (ACO) Inc,-1.0,50.0,5620,983,1883,1574,1180,3334,2286,3558,1313,267.0,186.0,18.0,278,224.2085661,861.452514,14613.99991,7542.414774,6419.810661,647.8571096,3.917362309,0,0,0,0,0,36,42,3,0,0,2014,New York,19433.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A53129,"Huntington Care Network ACO, LLC",-1.0,50.0,8200,635,3540,2553,1472,4935,3265,6647,336,299.0,325.0,7.0,586,148.8038278,801.9138756,11687.85334,4595.277685,6876.080811,210.2593948,6.235450615,0,0,0,1,2,53,26,5,0,0,2014,California,11437.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A39818,"North Georgia HealthCare Partnership, Inc.",-1.0,50.0,7494,1526,3340,1880,748,4394,3100,6341,1052,20.0,6.0,4.0,71,162.6533394,766.9241254,10781.7196,5008.333238,5167.753694,586.650772,18.98190071,0,0,0,0,0,36,24,11,0,0,2014,Georgia,10461.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A60310,"THP-Meritus ACO, LLC",-1.0,50.0,16461,3092,6821,4375,2173,9601,6860,15623,523,65.0,35.0,4.0,211,182.2546973,818.9979123,10437.81846,3897.71655,4981.883374,1313.832799,244.3857332,0,2,0,0,4,54,144,27,1,0,2014,"West Virginia,  Pennsylvania,  Maryland",11981.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
A13131,Premier Care Network LLC,-1.0,50.0,11313,1172,5564,3457,1120,6301,5012,10770,145,71.0,101.0,64.0,162,181.3358302,771.2234707,9886.669496,3845.113967,4740.421921,881.7592144,419.3743938,2,0,4,0,0,27,15,16,0,0,2014,"Nevada,  Arizona,  California",10164.0,-1.0,-1.0,80.04776301218163,92.72430786268002,91.9629900332226,83.45861572535992,61.009147286821715,75.4664119601329,72.20662236987813,26.979623477297924,14.859778761061971,18.31917035398231,53.59275442477876,77.29184734513281,60.82612831858405,87.11310840707968,69.421184357542,70.49661452513969,71.13754189944142,72.4812849162011,90.73519553072623,57.98096089385476,63.171823266219214,68.95365771812077,78.84004469273755,7.3472931442080425,42.05067039106146,17.463597765363126,47.77977653631281,71.1219106145252,85.98244692737426,67.31947033898301,1.9344915254237287,76.23600867678952
